text,label,clean_text,processed_text,label_encoded
"
 >In article <1993Apr19.020359.26996@sq.sq.com>, msb@sq.sq.com (Mark Brader) 

MB>                                                             So the
MB> 1970 figure seems unlikely to actually be anything but a perijove.

JG>Sorry, _perijoves_...I'm not used to talking this language.

Couldn't we just say periapsis or apoapsis?

 ",1,"
 in article aprsqsqcom msbsqsqcom mark brader 

mb                                                             so the
mb  figure seems unlikely to actually be anything but a perijove

jgsorry perijovesim not used to talking this language

couldnt we just say periapsis or apoapsis

 ",article aprsqsqcom msbsqsqcom mark brader mb mb figure seems unlikely actually anything perijove jgsorry perijovesim used talking language couldnt say periapsis apoapsis,1
"Archive-name: space/launchers
Last-modified: $Date: 93/04/01 14:39:11 $

ORBITAL AND PLANETARY LAUNCH SERVICES

The following data comes from _International Reference Guide to Space Launch
Systems_ by Steven J. Isakowitz, 1991 edition.

Notes:
    * Unless otherwise specified, LEO and polar paylaods are for a 100 nm
	orbit.
    * Reliablity data includes launches through Dec, 1990. Reliabity for a
	familiy of vehicles includes launches by types no longer built when
	applicable
    * Prices are in millions of 1990 $US and are subject to change.
    * Only operational vehicle families are included. Individual vehicles
	which have not yet flown are marked by an asterisk (*) If a vehicle
	had first launch after publication of my data, it may still be
	marked with an asterisk.


Vehicle        |     Payload  kg  (lbs)   | Reliability | Price | Launch Site
(nation)       |  LEO	   Polar    GTO   |		|	| (Lat. & Long.)
--------------------------------------------------------------------------------

Ariane					    35/40  87.5%	  Kourou
(ESA)								 (5.2 N, 52.8 W)
  AR40		4,900	  3,900    1,900    1/1		  $65m
	       (10,800)  (8,580)  (4,190)
  AR42P		6,100	  4,800    2,600    1/1		  $67m
	       (13,400)  (10,600) (5,730)
  AR44P		6,900	  5,500    3,000    0/0 ?	  $70m
	       (15,200)  (12,100) (6,610)
  AR42L		7,400	  5,900    3,200    0/0 ?	  $90m
	       (16,300)  (13,000) (7,050)
  AR44LP	8,300	  6,600    3,700    6/6		  $95m
	       (18,300)  (14,500) (8,160)
  AR44L		9,600	  7,700    4,200    3/4		  $115m
	       (21,100)  (16,900) (9,260)

* AR5	       18,000	   ???	   6,800    0/0		  $105m
	      (39,600)		  (15,000)
	       [300nm]


Atlas					   213/245 86.9%	 Cape Canaveral
(USA)								 (28.5 N, 81.0W)
  Atlas E	 --	   820	     --     15/17	  $45m	 Vandeberg AFB
			  (1,800)				(34.7 N, 120.6W)

  Atlas I	5,580	  4,670    2,250    1/1		  $70m
	       (12,300)  (10,300) (4,950)

  Atlas II	6,395	  5,400    2,680    0/0		  $75m
	       (14,100)  (11,900) (5,900)

  Atlas IIA	6,760	  5,715    2,810    0/0		  $85m
	       (14,900)  (12,600) (6,200)

* Atlas IIAS	8,390	  6,805    3,490    0/0		  $115m
	       (18,500)  (15,000) (7,700)


Delta					   189/201 94.0%	 Cape Canaveral
(USA)								 Vandenberg AFB
  Delta 6925	3,900	  2,950    1,450   14/14	  $45m
	       (8,780)	 (6,490)  (3,190)

  Delta 7925	5,045	  3,830    1,820    1/1		  $50m
	       (11,100)  (8,420)  (2,000)


Energia					    2/2  100%		 Baikonur
(Russia)							 (45.6 N 63.4 E)
  Energia      88,000	 80,000     ???     2/2		  $110m
	      (194,000) (176,000)


H series				    22/22 100%		 Tangeshima
(Japan)								(30.2 N 130.6 E)
* H-2	       10,500	 6,600	   4,000    0/0		  $110m
	      (23,000)	(14,500)  (8,800)


Kosmos					   371/377 98.4%	 Plestek
(Russia)							 (62.8 N 40.1 E)
  Kosmos      1100 - 1350  (2300 - 3000)		 $???	 Kapustin Yar
	      [400 km orbit ??? inclination]			 (48.4 N 45.8 E)


Long March				    23/25 92.0%		 Jiquan SLC
(China)								 (41 N	100 E)
* CZ-1D		 720	  ???	    200     0/0		  $10m	 Xichang SLC
		(1,590)		   (440)			 (28 N	102 E)
								 Taiyuan SLC
  CZ-2C		3,200	  1,750    1,000    12/12	  $20m	 (41 N	100 E)
	       (7,040)	 (3,860)  (2,200)

  CZ-2E		9,200	   ???	   3,370    1/1		  $40m
	       (20,300)		  (7,430)

* CZ-2E/HO     13,600	   ???	   4,500    0/0		  $???
	      (29,900)		  (9,900)

  CZ-3		???	   ???	   1,400    6/7		  $33m
				  (3,100)

* CZ-3A		???	   ???	   2,500    0/0		  $???m
				  (5,500)

  CZ-4		4,000	   ???	   1,100    2/2		  $???m
	       (8,800)		  (2,430)


Pegasus/Taurus				    2/2   100%		Peg:  B-52/L1011
(USA)								Taur: Canaveral
  Pegasus	 455	   365	    125     2/2		  $10m	  or Vandenberg
		(1,000)   (800)    (275)

* Taurus	1,450	  1,180     375     0/0		  $15m
	       (3,200)	 (2,600)   (830)


Proton					   164/187 87.7%	 Baikonour
(Russia)
  Proton       20,000	   ???	   5,500   164/187	  $35-70m
	      (44,100)		  (12,200)


SCOUT					    99/113 87.6%	Vandenberg AFB
(USA)								Wallops FF
  SCOUT G-1	 270	   210	    54	    13/13	  $12m	(37.9 N  75.4 W)
		(600)	  (460)    (120)			San Marco
								(2.9 S	40.3 E)
* Enhanced SCOUT 525	   372	   110	    0/0		  $15m
		(1,160)   (820)   (240)


Shavit					    2/2   100%		Palmachim AFB
(Israel)							( ~31 N)
  Shavit	 ???	   160	   ???	    2/2		  $22m
			  (350)

Space Shuttle				    37/38  97.4%	Kennedy Space
(USA)								Center
  Shuttle/SRB  23,500	   ???	   5,900    37/38	  $248m (28.5 N 81.0 W)
	      (51,800)		  (13,000)		  [FY88]

* Shuttle/ASRM 27,100	   ???	   ???	    0/0
	      (59,800)


SLV					    2/6    33.3%	SHAR Center
(India)       (400km)  (900km polar)				(13.9 N 80.4 E)
  ASLV		150	   ???	    ???     0/2		  $???m
	       (330)

* PSLV		3,000	  1,000     450     0/0		  $???m
	       (6,600)	 (2,200)   (990)

* GSLV		8,000	   ???	   2,500    0/0		  $???m
	       (17,600)		  (5,500)


Titan					    160/172 93.0%	Cape Canaveral
(USA)								Vandenberg
  Titan II	 ???	  1,905     ???     2/2		   $43m
			 (4,200)

  Titan III    14,515	  ???	   5,000    2/3		   $140m
	      (32,000)		  (11,000)

  Titan IV/SRM 17,700	 14,100    6,350    3/3		   $154m-$227m
	      (39,000)	(31,100)  (14,000)

 Titan IV/SRMU 21,640	 18,600    8,620    0/0		   $???m
	      (47,700)	(41,000)  (19,000)


Vostok					    1358/1401 96.9%	Baikonur
(Russia)		 [650km]				Plesetsk
  Vostok	4,730	  1,840     ???     ?/149	   $14m
	      (10,400)	(4,060)

  Soyuz		7,000	   ???	    ???     ?/944	   $15m
	      (15,400)

  Molniya	1500kg (3300 lbs) in	    ?/258	   $???M
		Highly eliptical orbit
",1,"archivename spacelaunchers
lastmodified date   

orbital and planetary launch services

the following data comes from international reference guide to space launch
systems by steven j isakowitz  edition

notes
     unless otherwise specified leo and polar paylaods are for a  nm
	orbit
     reliablity data includes launches through dec  reliabity for a
	familiy of vehicles includes launches by types no longer built when
	applicable
     prices are in millions of  us and are subject to change
     only operational vehicle families are included individual vehicles
	which have not yet flown are marked by an asterisk  if a vehicle
	had first launch after publication of my data it may still be
	marked with an asterisk


vehicle             payload  kg  lbs    reliability  price  launch site
nation         leo	   polar    gto   			 lat  long


ariane					      	  kourou
esa								  n  w
  ar			          		  m
	           
  arp			          		  m
	          
  arp			           	  m
	          
  arl			           	  m
	          
  arlp		          		  m
	          
  arl			          		  m
	          

 ar	       	   	       		  m
	      		  
	       nm


atlas					    	 cape canaveral
usa								  n w
  atlas e	 	   	          	  m	 vandeberg afb
			  				 n w

  atlas i		          		  m
	          

  atlas ii		          		  m
	          

  atlas iia		          		  m
	          

 atlas iias		          		  m
	          


delta					    	 cape canaveral
usa								 vandenberg afb
  delta 		         	  m
	       	   

  delta 		          		  m
	           


energia					      		 baikonur
russia							  n  e
  energia      	           		  m
	       


h series				     		 tangeshima
japan								 n  e
 h	       	 	       		  m
	      	  


kosmos					    	 plestek
russia							  n  e
  kosmos            		 	 kapustin yar
	       km orbit  inclination			  n  e


long march				     		 jiquan slc
china								  n	 e
 czd		 	  	         		  m	 xichang slc
				   			  n	 e
								 taiyuan slc
  czc			          	  m	  n	 e
	       	   

  cze			   	       		  m
	       		  

 czeho     	   	       		  
	      		  

  cz			   	       		  m
				  

 cza			   	       		  m
				  

  cz			   	       		  m
	       		  


pegasustaurus				       		peg  bl
usa								taur canaveral
  pegasus	 	   	         		  m	  or vandenberg
		       

 taurus		            		  m
	       	    


proton					    	 baikonour
russia
  proton       	   	      	  m
	      		  


scout					     	vandenberg afb
usa								wallops ff
  scout g	 	   	    	    	  m	 n   w
			      			san marco
								 s	 e
 enhanced scout 	   	   	    		  m
		      


shavit					       		palmachim afb
israel							  n
  shavit	 	   	   	    		  m
			  

space shuttle				      	kennedy space
usa								center
  shuttlesrb  	   	       	  m  n  w
	      		  		  fy

 shuttleasrm 	   	   	    
	      


slv					        	shar center
india       km  km polar				 n  e
  aslv			   	         		  m
	       

 pslv			            		  m
	       	    

 gslv			   	       		  m
	       		  


titan					     	cape canaveral
usa								vandenberg
  titan ii	 	            		   m
			 

  titan iii    	  	       		   m
	      		  

  titan ivsrm 	         		   mm
	      	  

 titan ivsrmu 	         		   m
	      	  


vostok					     	baikonur
russia		 km				plesetsk
  vostok		            	   m
	      	

  soyuz			   	         	   m
	      

  molniya	kg  lbs in	    	   m
		highly eliptical orbit
",archivename spacelaunchers lastmodified date orbital planetary launch service following data come international reference guide space launch system steven j isakowitz edition note unless otherwise specified leo polar paylaods nm orbit reliablity data includes launch dec reliabity familiy vehicle includes launch type longer built applicable price million u subject change operational vehicle family included individual vehicle yet flown marked asterisk vehicle first launch publication data may still marked asterisk vehicle payload kg lb reliability price launch site nation leo polar gto lat long ariane kourou esa n w ar arp arp arl arlp arl ar nm atlas cape canaveral usa n w atlas e vandeberg afb n w atlas atlas ii atlas iia atlas iias delta cape canaveral usa vandenberg afb delta delta energia baikonur russia n e energia h series tangeshima japan n e h kosmos plestek russia n e kosmos kapustin yar km orbit inclination n e long march jiquan slc china n e czd xichang slc n e taiyuan slc czc n e cze czeho cz cza cz pegasustaurus peg bl usa taur canaveral pegasus vandenberg taurus proton baikonour russia proton scout vandenberg afb usa wallop ff scout g n w san marco e enhanced scout shavit palmachim afb israel n shavit space shuttle kennedy space usa center shuttlesrb n w fy shuttleasrm slv shar center india km km polar n e aslv pslv gslv titan cape canaveral usa vandenberg titan ii titan iii titan ivsrm mm titan ivsrmu vostok baikonur russia km plesetsk vostok soyuz molniya kg lb highly eliptical orbit,1
"

My first thought is Ross Perot.  After further consideration, I think he'd
be more likely to try to win it...but come in a disappointing third.

Try Bill Gates.  Try Sam Walton's kids.

Matt",1,"

my first thought is ross perot  after further consideration i think hed
be more likely to try to win itbut come in a disappointing third

try bill gates  try sam waltons kids

matt",first thought ross perot consideration think hed likely try win itbut come disappointing third try bill gate try sam walton kid matt,1
"ekdfc@ttacs1.ttu.edu (David Coons):
 > > The rules say baseball is a game between two teams of nine
 > > players each.  Let's keep it that way. 

niepornt@phoenix.Princeton.EDU (David Marc Nieporent):
 > Not any more the rules don't say that.  So that's a pretty dumb
 > argument.


REALLY???  My little mind be boggled!  I don't have a 1993 Rule Book
yet, so David, would you please post the new wording of Rule 1.01 -- I
am MIGHTILY curious!  Much thanks.",0,"ekdfcttacsttuedu david coons
   the rules say baseball is a game between two teams of nine
   players each  lets keep it that way 

nieporntphoenixprincetonedu david marc nieporent
  not any more the rules dont say that  so thats a pretty dumb
  argument


really  my little mind be boggled  i dont have a  rule book
yet so david would you please post the new wording of rule   i
am mightily curious  much thanks",ekdfcttacsttuedu david coon rule say baseball game two team nine player let keep way nieporntphoenixprincetonedu david marc nieporent rule dont say thats pretty dumb argument really little mind boggled dont rule book yet david would please post new wording rule mightily curious much thanks,0
"  The roar at Michigan and Trumbull should be loader than ever this year.  With
Mike Illitch at the head and Ernie Harwell back at the booth, the tiger bats
will bang this summer.  Already they have scored 20 runs in two games and with
Fielder, Tettleton, and Deer I think they can win the division.  No pitching!
Bull!  Gully, Moore, Wells, and Krueger make up a decent staff that will keep
the team into many games.  Then there is Henneman to close it out.  Watch out
Boston, Toronto, and Baltimore - the Motor City Kittys are back.
",0,"  the roar at michigan and trumbull should be loader than ever this year  with
mike illitch at the head and ernie harwell back at the booth the tiger bats
will bang this summer  already they have scored  runs in two games and with
fielder tettleton and deer i think they can win the division  no pitching
bull  gully moore wells and krueger make up a decent staff that will keep
the team into many games  then there is henneman to close it out  watch out
boston toronto and baltimore  the motor city kittys are back
",roar michigan trumbull loader ever year mike illitch head ernie harwell back booth tiger bat bang summer already scored run two game fielder tettleton deer think win division pitching bull gully moore well krueger make decent staff keep team many game henneman close watch boston toronto baltimore motor city kitty back,0
"



YES! Give me his name I would greatly appreciate it.



Rich",1,"



yes give me his name i would greatly appreciate it



rich",yes give name would greatly appreciate rich,1
"
Could be. There is a Jayson Stark that writes weekly for some press syndicate 
and also for Baseball America.


Stark has done this sort of thing, but he has never been serious about it.
He usually states that this sort of projection is useless at the top of 
such columns. I think he did it one season and some manager was ""projected"" 
to be thrown out of 60 games and some hitter could expect to be plunked 
150 times.

Stark does some really funny stuff. His weekly baseball reviews are good 
collections of strange things that happened during the previous week. He 
also regularly prints Kinerisms.",0,"
could be there is a jayson stark that writes weekly for some press syndicate 
and also for baseball america


stark has done this sort of thing but he has never been serious about it
he usually states that this sort of projection is useless at the top of 
such columns i think he did it one season and some manager was projected 
to be thrown out of  games and some hitter could expect to be plunked 
 times

stark does some really funny stuff his weekly baseball reviews are good 
collections of strange things that happened during the previous week he 
also regularly prints kinerisms",could jayson stark writes weekly press syndicate also baseball america stark done sort thing never serious usually state sort projection useless top column think one season manager projected thrown game hitter could expect plunked time stark really funny stuff weekly baseball review good collection strange thing happened previous week also regularly print kinerisms,0
"[snip]
[stats deleted - we've all seen them by now]

I nominate this last bit for ""Anti-Stathead Quote of the Week"".

Alomar only has a 50 point advantage in the most important offensive
category, while Baerga, who studied in the Joe Carter School of Out-Burning,
has more impressive mediot stats, largely due to opportunities rather
than quality.

The lines are fairly close in value, but edge to Alomar.

Now Baerga ain't chopped liver, but Alomar is still the man to beat among
AL second basemen...

--Craig",0,"snip
stats deleted  weve all seen them by now

i nominate this last bit for antistathead quote of the week

alomar only has a  point advantage in the most important offensive
category while baerga who studied in the joe carter school of outburning
has more impressive mediot stats largely due to opportunities rather
than quality

the lines are fairly close in value but edge to alomar

now baerga aint chopped liver but alomar is still the man to beat among
al second basemen

craig",snip stats deleted weve seen nominate last bit antistathead quote week alomar point advantage important offensive category baerga studied joe carter school outburning impressive mediot stats largely due opportunity rather quality line fairly close value edge alomar baerga aint chopped liver alomar still man beat among al second basemen craig,0
"For the second straight game, California scored a ton of late runs to crush
the Brewhas. It was six runs in the 8th for a 12-5 win Monday and five in
the 8th and six in the 9th for a 12-2 win yesterday. Jamie Navarro pitched
seven strong innings, but Orosco, Austin, Manzanillo and Lloyd all took part
in the mockery of a bullpen yesterday. How's this for numbers? Maldanado has
pitched three scoreless innings and Navarro's ERA is 0.75. The next lowest
on the staff is Wegman at 5.14. Ouch!

It doesn't look much better for the hitters. Hamilton is batting .481, while
Thon is hitting .458 and has seven RBI. The next highest is three. The next
best hitter is Jaha at .267 and then Vaughn, who has the team's only HR, at
.238. Another ouch. Looking at the stats, it's not hard to see why the team
is 2-5. In fact, 2-5 doesn't sound bad when you're averaging three runs/game
and giving up 6.6/game. 

Still, it's early and things will undoubtedly get better. The offense should
come around, but the bullpen is a major worry. Fetters, Plesac and Austin gave
the Brewers great middle relief last year. Lloyd, Maldanado, Manzanillo, 
Fetters, Austin and Orosco will have to pick up the pace for the team to be
successful. Milwaukee won a number of games last year when middle relief either
held small leads or kept small deficits in place. The starters will be okay,
the defense will be alright and the hitting will come around, but the bullpen
is a big question mark.

In other news, Nilsson and Doran were reactivated yesterday, while William
Suero was sent down and Tim McIntosh was picked up by Montreal. Today's game
with California was cancelled.",0,"for the second straight game california scored a ton of late runs to crush
the brewhas it was six runs in the th for a  win monday and five in
the th and six in the th for a  win yesterday jamie navarro pitched
seven strong innings but orosco austin manzanillo and lloyd all took part
in the mockery of a bullpen yesterday hows this for numbers maldanado has
pitched three scoreless innings and navarros era is  the next lowest
on the staff is wegman at  ouch

it doesnt look much better for the hitters hamilton is batting  while
thon is hitting  and has seven rbi the next highest is three the next
best hitter is jaha at  and then vaughn who has the teams only hr at
 another ouch looking at the stats its not hard to see why the team
is  in fact  doesnt sound bad when youre averaging three runsgame
and giving up game 

still its early and things will undoubtedly get better the offense should
come around but the bullpen is a major worry fetters plesac and austin gave
the brewers great middle relief last year lloyd maldanado manzanillo 
fetters austin and orosco will have to pick up the pace for the team to be
successful milwaukee won a number of games last year when middle relief either
held small leads or kept small deficits in place the starters will be okay
the defense will be alright and the hitting will come around but the bullpen
is a big question mark

in other news nilsson and doran were reactivated yesterday while william
suero was sent down and tim mcintosh was picked up by montreal todays game
with california was cancelled",second straight game california scored ton late run crush brewhas six run th win monday five th six th win yesterday jamie navarro pitched seven strong inning orosco austin manzanillo lloyd took part mockery bullpen yesterday hows number maldanado pitched three scoreless inning navarros era next lowest staff wegman ouch doesnt look much better hitter hamilton batting thon hitting seven rbi next highest three next best hitter jaha vaughn team hr another ouch looking stats hard see team fact doesnt sound bad youre averaging three runsgame giving game still early thing undoubtedly get better offense come around bullpen major worry fetter plesac austin gave brewer great middle relief last year lloyd maldanado manzanillo fetter austin orosco pick pace team successful milwaukee number game last year middle relief either held small lead kept small deficit place starter okay defense alright hitting come around bullpen big question mark news nilsson doran reactivated yesterday william suero sent tim mcintosh picked montreal today game california cancelled,0
,1,,,1
"First game, first at bat.",0,first game first at bat,first game first bat,0
"
The current mining regulations and fees were set in the 1800's!
What the so-called ""eco-freaks"" want to do is to simply bring those
fees in line with current economic reality.  Currently, mining companies
can get access to minerals on public lands for ridiculously low prices --
something like $50!  The mining lobby has for decades managed to block
any reform of these outdated fees.  In fact, the latest attempt to reform
them was again blocked -- President Clinton ""compromised"" by taking the
mining fee reforms out of his '94 budget, and plans to draft separate
legislation to fight that battle.
If you want to discuss this further, I suggest you take this to talk.environment.",1,"
the current mining regulations and fees were set in the s
what the socalled ecofreaks want to do is to simply bring those
fees in line with current economic reality  currently mining companies
can get access to minerals on public lands for ridiculously low prices 
something like   the mining lobby has for decades managed to block
any reform of these outdated fees  in fact the latest attempt to reform
them was again blocked  president clinton compromised by taking the
mining fee reforms out of his  budget and plans to draft separate
legislation to fight that battle
if you want to discuss this further i suggest you take this to talkenvironment",current mining regulation fee set socalled ecofreaks want simply bring fee line current economic reality currently mining company get access mineral public land ridiculously low price something like mining lobby decade managed block reform outdated fee fact latest attempt reform blocked president clinton compromised taking mining fee reform budget plan draft separate legislation fight battle want discus suggest take talkenvironment,1
"Just wondering.  A friend and I were talking the other day, and
we were (for some reason) trying to come up with names of Jewish
baseball players, past and present.  We weren't able to come up
with much, except for Sandy Koufax, (somebody) Stankowitz, and
maybe John Lowenstein.  Can anyone come up with any more.  I know
it sounds pretty lame to be racking our brains over this, but
humor us.  Thanks for your help.",0,"just wondering  a friend and i were talking the other day and
we were for some reason trying to come up with names of jewish
baseball players past and present  we werent able to come up
with much except for sandy koufax somebody stankowitz and
maybe john lowenstein  can anyone come up with any more  i know
it sounds pretty lame to be racking our brains over this but
humor us  thanks for your help",wondering friend talking day reason trying come name jewish baseball player past present werent able come much except sandy koufax somebody stankowitz maybe john lowenstein anyone come know sound pretty lame racking brain humor u thanks help,0
"


I hate to pour cold water on this, but currently seawater extracted
uranium, even using the new, improved fiber absorbers from Japan, is
about 20 times more expensive than uranium on the spot market.
Uranium is *very* cheap right now, around $10/lb.  Right now, there
are mines closing because they can't compete with places like Cigar
Lake in Canada (where the ore is so rich they present safety hazards
to the mines, who work in shielded vehicles).  Plenty of other sources
(for example, uranium from phosphate processing) would come on line before
uranium reached $200/lb.

""Demand and supply balance will collapse"" is nonsense.  Supply and
demand always balance; what changes is the price.  Is uranium going
to increase in price by a factor of 20 by the end of the century?
Not bloody likely.  New nuclear reactors are not being built
at a sufficient rate.

Uranium from seawater is interesting, but it's a long term project, or
a project that the Japanese might justify on grounds of
self-sufficiency.",1,"


i hate to pour cold water on this but currently seawater extracted
uranium even using the new improved fiber absorbers from japan is
about  times more expensive than uranium on the spot market
uranium is very cheap right now around lb  right now there
are mines closing because they cant compete with places like cigar
lake in canada where the ore is so rich they present safety hazards
to the mines who work in shielded vehicles  plenty of other sources
for example uranium from phosphate processing would come on line before
uranium reached lb

demand and supply balance will collapse is nonsense  supply and
demand always balance what changes is the price  is uranium going
to increase in price by a factor of  by the end of the century
not bloody likely  new nuclear reactors are not being built
at a sufficient rate

uranium from seawater is interesting but its a long term project or
a project that the japanese might justify on grounds of
selfsufficiency",hate pour cold water currently seawater extracted uranium even using new improved fiber absorber japan time expensive uranium spot market uranium cheap right around lb right mine closing cant compete place like cigar lake canada ore rich present safety hazard mine work shielded vehicle plenty source example uranium phosphate processing would come line uranium reached lb demand supply balance collapse nonsense supply demand always balance change price uranium going increase price factor end century bloody likely new nuclear reactor built sufficient rate uranium seawater interesting long term project project japanese might justify ground selfsufficiency,1
"
I gues it is Keesler. The others do not ring the bell but they might be 
involved as well. Sometime ago Keesler was here at Langley teaching 
a course on space debris and, if my memory does not fai,l I think there
was even a reference to a book on the subject.

C.O.Egalon@larc.nasa.gov",1,"
i gues it is keesler the others do not ring the bell but they might be 
involved as well sometime ago keesler was here at langley teaching 
a course on space debris and if my memory does not fail i think there
was even a reference to a book on the subject

coegalonlarcnasagov",gues keesler others ring bell might involved well sometime ago keesler langley teaching course space debris memory fail think even reference book subject coegalonlarcnasagov,1
"
Despite walks and loses, Ryan deserves to be in the Hall of Fame (IMHO)
based only on his ho-hitters.  The strike-out records are an extra.

What do people think about Andre ""400 HR"" Dawson for the HOF?

----------------------------------------------------------------------------
Name:       Ken Kubey  or  QB   |  Reading, editing or printing of this text
Address:    kubey@sgi.com       |  without the express written consent of
Disclaimer: the usual           |  Major League Baseball is prohibited.",0,"
despite walks and loses ryan deserves to be in the hall of fame imho
based only on his hohitters  the strikeout records are an extra

what do people think about andre  hr dawson for the hof


name       ken kubey  or  qb     reading editing or printing of this text
address    kubeysgicom         without the express written consent of
disclaimer the usual             major league baseball is prohibited",despite walk loses ryan deserves hall fame imho based hohitters strikeout record extra people think andre hr dawson hof name ken kubey qb reading editing printing text address kubeysgicom without express written consent disclaimer usual major league baseball prohibited,0
"
are you sure 45g is the right number? as far as i know, pilots are
blackout in dives that exceed 8g - 9g. 45g seems to be out of human
tolerance. would anybody clarify this please.

lan
",1,"
are you sure g is the right number as far as i know pilots are
blackout in dives that exceed g  g g seems to be out of human
tolerance would anybody clarify this please

lan
",sure g right number far know pilot blackout dive exceed g g g seems human tolerance would anybody clarify please lan,1
"The Phillies were picked to be in first.
Someone replied that the people who picked them were the same people who
picked the Mets last year.

My reply:  Yeah, that may be true, but this IS the Phillies.",0,"the phillies were picked to be in first
someone replied that the people who picked them were the same people who
picked the mets last year

my reply  yeah that may be true but this is the phillies",phillies picked first someone replied people picked people picked mets last year reply yeah may true phillies,0
"Count me interested in a Cardinal's mailing list.  If anyone
finds one or starts one, please let me know.

Thanks,

Dick Detweiler",0,"count me interested in a cardinals mailing list  if anyone
finds one or starts one please let me know

thanks

dick detweiler",count interested cardinal mailing list anyone find one start one please let know thanks dick detweiler,0
"
You're assuming that the low-cost delivery system has to be a separate
project.  But why?  If you are spending hundreds of millions of dollars
in hopes of winning a billion-dollar prize, it is *cheaper* to develop
your own launch system, charging its entire development cost against
your contest entry, than to try to do it with existing launchers.  No
other demand is necessary.


You're assuming that it's going to take a decade to build a new launch
system.  But why?  The Saturn V took less than six years, depending on
exactly when you date its start.  Pegasus took about three from project
start to first flight.  Before SDIO chickened out on orbital development,
the target date for an orbital DC-Y flight was 1996.  If you really want
speed, consider that the first prototypes of the Thor missile (still in
service as the core of the Delta launcher) shipped to the USAF less
than 18 months after the development go-ahead.",1,"
youre assuming that the lowcost delivery system has to be a separate
project  but why  if you are spending hundreds of millions of dollars
in hopes of winning a billiondollar prize it is cheaper to develop
your own launch system charging its entire development cost against
your contest entry than to try to do it with existing launchers  no
other demand is necessary


youre assuming that its going to take a decade to build a new launch
system  but why  the saturn v took less than six years depending on
exactly when you date its start  pegasus took about three from project
start to first flight  before sdio chickened out on orbital development
the target date for an orbital dcy flight was   if you really want
speed consider that the first prototypes of the thor missile still in
service as the core of the delta launcher shipped to the usaf less
than  months after the development goahead",youre assuming lowcost delivery system separate project spending hundred million dollar hope winning billiondollar prize cheaper develop launch system charging entire development cost contest entry try existing launcher demand necessary youre assuming going take decade build new launch system saturn v took less six year depending exactly date start pegasus took three project start first flight sdio chickened orbital development target date orbital dcy flight really want speed consider first prototype thor missile still service core delta launcher shipped usaf less month development goahead,1
"Article from as follows
",0,"article from as follows
",article follows,0
"Hi, baseball fans! So what do you say? Don't you think he deserves it?
I
 
mean, heck, if Dave Winfield (ho-hum) is seriously being considered for it,
as

is Lee Smith (ha), then why don't we give Dave Kingman a chance? Or Darrell

Evans! Yeah, yeah! After the Hall of Fame takes in them, it can take in
Eddie

Murray and Jeff Reardon.

     Well, in any case, I am sick and tired (mostly sick) of everybody
giving

Hall of Fame consideration to players that are by today's standards,
marginal.

Honestly, Ozzie Smith and Robin Yount don't belong there. They're both

shortstops that just hung around for a long time. Big deal.

     Let's be a little more selective, huh? Stop handing out these honors
so

liberally. Save them for the guys who really deserve it. Face it, if
something

isn't done, there will be little prestige in the Hall of Fame anymore. When

certain individuals believe that Steve Garvey or Jack Morris are potential

candidates, the absurdity is apparent. Gee, can these guys even compare to

the more likely future Hall of Famers like Kirby Puckett or Nolan Ryan?
",0,"hi baseball fans so what do you say dont you think he deserves it
i
 
mean heck if dave winfield hohum is seriously being considered for it
as

is lee smith ha then why dont we give dave kingman a chance or darrell

evans yeah yeah after the hall of fame takes in them it can take in
eddie

murray and jeff reardon

     well in any case i am sick and tired mostly sick of everybody
giving

hall of fame consideration to players that are by todays standards
marginal

honestly ozzie smith and robin yount dont belong there theyre both

shortstops that just hung around for a long time big deal

     lets be a little more selective huh stop handing out these honors
so

liberally save them for the guys who really deserve it face it if
something

isnt done there will be little prestige in the hall of fame anymore when

certain individuals believe that steve garvey or jack morris are potential

candidates the absurdity is apparent gee can these guys even compare to

the more likely future hall of famers like kirby puckett or nolan ryan
",hi baseball fan say dont think deserves mean heck dave winfield hohum seriously considered lee smith ha dont give dave kingman chance darrell evans yeah yeah hall fame take take eddie murray jeff reardon well case sick tired mostly sick everybody giving hall fame consideration player today standard marginal honestly ozzie smith robin yount dont belong theyre shortstop hung around long time big deal let little selective huh stop handing honor liberally save guy really deserve face something isnt done little prestige hall fame anymore certain individual believe steve garvey jack morris potential candidate absurdity apparent gee guy even compare likely future hall famers like kirby puckett nolan ryan,0
"I'm no Kingman fan.  Just thought I'd point out that he's the
only player in history to have five three-HR games.  Joe Carter
has four.  Eddie Murray three.  McCovey and Gehrig also three.
Ruth, Mays, Foxx and Dawson two each.

I don't think Reggie's WS game counts, else I believe he would 
also have had two.


--	The Beastmaster
",0,"im no kingman fan  just thought id point out that hes the
only player in history to have five threehr games  joe carter
has four  eddie murray three  mccovey and gehrig also three
ruth mays foxx and dawson two each

i dont think reggies ws game counts else i believe he would 
also have had two


	the beastmaster
",im kingman fan thought id point he player history five threehr game joe carter four eddie murray three mccovey gehrig also three ruth may foxx dawson two dont think reggies w game count else believe would also two beastmaster,0
"Found it! Thanks. I got several offers for help. I appreciate it and
will be contacting those people via e-mail.

Thanks again...",1,"found it thanks i got several offers for help i appreciate it and
will be contacting those people via email

thanks again",found thanks got several offer help appreciate contacting people via email thanks,1
